x1,x2,y
1.75,2.35,-4.1488
1.75,2.45,-4.5474
1.75,2.55,-4.9006
1.75,2.65,-5.2048
1.75,2.75,-5.457
1.75,2.85,-5.6547
1.75,2.95,-5.7959
1.75,3.05,-5.8792
1.75,3.15,-5.9037
1.75,3.25,-5.8693
1.75,3.35,-5.7762
1.75,3.45,-5.6254
1.75,3.55,-5.4183
1.75,3.65,-5.1572
1.75,3.75,-4.8445
1.75,3.85,-4.4834
1.75,3.95,-4.0775
1.75,4.05,-3.6309
1.75,4.15,-3.148
1.75,4.25,-2.6337
1.75,4.35,-2.093
1.75,4.45,-1.5314
1.75,4.55,-0.9545
1.75,4.65,-0.3681
1.75,4.75,0.222
1.75,4.85,0.8099
1.75,4.95,1.3897
1.75,5.05,1.9556
1.75,5.15,2.5019
1.75,5.25,3.0233
1.75,5.35,3.5145
1.75,5.45,3.9705
1.75,5.55,4.3869
1.75,5.65,4.7594
1.75,5.75,5.0844
1.75,5.85,5.3586
1.75,5.95,5.5792
1.85,0.05,5.7604
1.85,0.15,5.7029
1.85,0.25,5.5883
1.85,0.35,5.418
1.85,0.45,5.1935
1.85,0.55,4.9171
1.85,0.65,4.5915
1.85,0.75,4.2201
1.85,0.85,3.8066
1.85,0.95,3.3549
1.85,1.05,2.8698
1.85,1.15,2.356
1.85,1.25,1.8187
1.85,1.35,1.2632
1.85,1.45,0.695
1.85,1.55,0.1199
1.85,1.65,-0.4563
1.85,1.75,-1.0281
1.85,1.85,-1.5895
1.85,1.95,-2.1351
1.85,2.05,-2.6593
1.85,2.15,-3.157
1.85,2.25,-3.6231
1.85,2.35,-4.053
1.85,2.45,-4.4424
1.85,2.55,-4.7875
1.85,2.65,-5.0847
1.85,2.75,-5.3311
1.85,2.85,-5.5242
1.85,2.95,-5.6621
1.85,3.05,-5.7435
1.85,3.15,-5.7674
1.85,3.25,-5.7338
1.85,3.35,-5.6428
1.85,3.45,-5.4955
1.85,3.55,-5.2933
1.85,3.65,-5.0382
1.85,3.75,-4.7327
1.85,3.85,-4.3799
1.85,3.95,-3.9834
1.85,4.05,-3.5471
1.85,4.15,-3.0754
1.85,4.25,-2.5729
1.85,4.35,-2.0447
1.85,4.45,-1.4961
1.85,4.55,-0.9325
1.85,4.65,-0.3596
1.85,4.75,0.2169
1.85,4.85,0.7912
1.85,4.95,1.3576
1.85,5.05,1.9104
1.85,5.15,2.4442
1.85,5.25,2.9535
1.85,5.35,3.4334
1.85,5.45,3.8789
1.85,5.55,4.2856
1.85,5.65,4.6496
1.85,5.75,4.9671
1.85,5.85,5.2349
1.85,5.95,5.4505
1.95,0.05,5.5668
1.95,0.15,5.5112
1.95,0.25,5.4005
1.95,0.35,5.2358
1.95,0.45,5.0189
1.95,0.55,4.7518
1.95,0.65,4.4372
1.95,0.75,4.0783
1.95,0.85,3.6786
1.95,0.95,3.2422
1.95,1.05,2.7733
1.95,1.15,2.2768
1.95,1.25,1.7575
1.95,1.35,1.2207
1.95,1.45,0.6717
1.95,1.55,0.1159
1.95,1.65,-0.441
1.95,1.75,-0.9935
1.95,1.85,-1.5361
1.95,1.95,-2.0633
1.95,2.05,-2.5699
1.95,2.15,-3.0508
1.95,2.25,-3.5013
1.95,2.35,-3.9168
1.95,2.45,-4.2931
1.95,2.55,-4.6265
1.95,2.65,-4.9137
1.95,2.75,-5.1518
1.95,2.85,-5.3385
1.95,2.95,-5.4718
1.95,3.05,-5.5504
1.95,3.15,-5.5736
1.95,3.25,-5.541
1.95,3.35,-5.4532
1.95,3.45,-5.3108
1.95,3.55,-5.1153
1.95,3.65,-4.8688
1.95,3.75,-4.5736
1.95,3.85,-4.2327
1.95,3.95,-3.8495
1.95,4.05,-3.4279
1.95,4.15,-2.972
1.95,4.25,-2.4864
1.95,4.35,-1.9759
1.95,4.45,-1.4458
1.95,4.55,-0.9011
1.95,4.65,-0.3475
1.95,4.75,0.2096
1.95,4.85,0.7646
1.95,4.95,1.312
1.95,5.05,1.8462
1.95,5.15,2.362
1.95,5.25,2.8542
1.95,5.35,3.3179
1.95,5.45,3.7485
1.95,5.55,4.1416
1.95,5.65,4.4933
1.95,5.75,4.8001
1.95,5.85,5.0589
1.95,5.95,5.2672
2.05,0.05,5.3175
2.05,0.15,5.2644
2.05,0.25,5.1587
2.05,0.35,5.0014
2.05,0.45,4.7941
2.05,0.55,4.539
2.05,0.65,4.2385
2.05,0.75,3.8956
2.05,0.85,3.5139
2.05,0.95,3.097
2.05,1.05,2.6492
2.05,1.15,2.1749
2.05,1.25,1.6788
2.05,1.35,1.166
2.05,1.45,0.6416
2.05,1.55,0.1107
2.05,1.65,-0.4213
2.05,1.75,-0.949
2.05,1.85,-1.4673
2.05,1.95,-1.9709
2.05,2.05,-2.4548
2.05,2.15,-2.9142
2.05,2.25,-3.3445
2.05,2.35,-3.7414
2.05,2.45,-4.1008
2.05,2.55,-4.4193
2.05,2.65,-4.6937
2.05,2.75,-4.9211
2.05,2.85,-5.0994
2.05,2.95,-5.2268
2.05,3.05,-5.3019
2.05,3.15,-5.324
2.05,3.25,-5.2929
2.05,3.35,-5.209
2.05,3.45,-5.073
2.05,3.55,-4.8863
2.05,3.65,-4.6508
2.05,3.75,-4.3688
2.05,3.85,-4.0432
2.05,3.95,-3.6771
2.05,4.05,-3.2744
2.05,4.15,-2.8389
2.05,4.25,-2.375
2.05,4.35,-1.8875
2.05,4.45,-1.381
2.05,4.55,-0.8608
2.05,4.65,-0.332
2.05,4.75,0.2002
2.05,4.85,0.7304
2.05,4.95,1.2532
2.05,5.05,1.7635
2.05,5.15,2.2563
2.05,5.25,2.7264
2.05,5.35,3.1694
2.05,5.45,3.5806
2.05,5.55,3.9561
2.05,5.65,4.2921
2.05,5.75,4.5851
2.05,5.85,4.8324
2.05,5.95,5.0314
2.15,0.05,5.0151
2.15,0.15,4.965
2.15,0.25,4.8653
2.15,0.35,4.717
2.15,0.45,4.5215
2.15,0.55,4.2809
2.15,0.65,3.9974
2.15,0.75,3.6741
2.15,0.85,3.314
2.15,0.95,2.9209
2.15,1.05,2.4985
2.15,1.15,2.0512
2.15,1.25,1.5834
2.15,1.35,1.0997
2.15,1.45,0.6051
2.15,1.55,0.1044
2.15,1.65,-0.3973
2.15,1.75,-0.895
2.15,1.85,-1.3838
2.15,1.95,-1.8588
2.15,2.05,-2.3152
2.15,2.15,-2.7485
2.15,2.25,-3.1543
2.15,2.35,-3.5286
2.15,2.45,-3.8676
2.15,2.55,-4.168
2.15,2.65,-4.4268
2.15,2.75,-4.6413
2.15,2.85,-4.8094
2.15,2.95,-4.9295
2.15,3.05,-5.0003
2.15,3.15,-5.0212
2.15,3.25,-4.9919
2.15,3.35,-4.9127
2.15,3.45,-4.7845
2.15,3.55,-4.6084
2.15,3.65,-4.3863
2.15,3.75,-4.1204
2.15,3.85,-3.8132
2.15,3.95,-3.468
2.15,4.05,-3.0882
2.15,4.15,-2.6775
2.15,4.25,-2.24
2.15,4.35,-1.7801
2.15,4.45,-1.3025
2.15,4.55,-0.8118
2.15,4.65,-0.3131
2.15,4.75,0.1888
2.15,4.85,0.6888
2.15,4.95,1.1819
2.15,5.05,1.6633
2.15,5.15,2.1279
2.15,5.25,2.5714
2.15,5.35,2.9891
2.15,5.45,3.377
2.15,5.55,3.7311
2.15,5.65,4.048
2.15,5.75,4.3244
2.15,5.85,4.5576
2.15,5.95,4.7452
2.25,0.05,4.6626
2.25,0.15,4.616
2.25,0.25,4.5233
2.25,0.35,4.3854
2.25,0.45,4.2037
2.25,0.55,3.98
2.25,0.65,3.7165
2.25,0.75,3.4158
2.25,0.85,3.0811
2.25,0.95,2.7156
2.25,1.05,2.3229
2.25,1.15,1.907
2.25,1.25,1.4721
2.25,1.35,1.0224
2.25,1.45,0.5626
2.25,1.55,0.0971
2.25,1.65,-0.3694
2.25,1.75,-0.8321
2.25,1.85,-1.2866
2.25,1.95,-1.7282
2.25,2.05,-2.1525
2.25,2.15,-2.5553
2.25,2.25,-2.9326
2.25,2.35,-3.2806
2.25,2.45,-3.5958
2.25,2.55,-3.8751
2.25,2.65,-4.1156
2.25,2.75,-4.315
2.25,2.85,-4.4714
2.25,2.95,-4.583
2.25,3.05,-4.6489
2.25,3.15,-4.6683
2.25,3.25,-4.641
2.25,3.35,-4.5674
2.25,3.45,-4.4482
2.25,3.55,-4.2845
2.25,3.65,-4.078
2.25,3.75,-3.8307
2.25,3.85,-3.5452
2.25,3.95,-3.2243
2.25,4.05,-2.8711
2.25,4.15,-2.4893
2.25,4.25,-2.0825
2.25,4.35,-1.655
2.25,4.45,-1.2109
2.25,4.55,-0.7548
2.25,4.65,-0.2911
2.25,4.75,0.1755
2.25,4.85,0.6404
2.25,4.95,1.0989
2.25,5.05,1.5463
2.25,5.15,1.9784
2.25,5.25,2.3906
2.25,5.35,2.779
2.25,5.45,3.1396
2.25,5.55,3.4689
2.25,5.65,3.7634
2.25,5.75,4.0204
2.25,5.85,4.2372
2.25,5.95,4.4117
2.35,0.05,4.2635
2.35,0.15,4.2209
2.35,0.25,4.1361
2.35,0.35,4.01
2.35,0.45,3.8439
2.35,0.55,3.6393
2.35,0.65,3.3984
2.35,0.75,3.1235
2.35,0.85,2.8174
2.35,0.95,2.4831
2.35,1.05,2.1241
2.35,1.15,1.7438
2.35,1.25,1.3461
2.35,1.35,0.9349
2.35,1.45,0.5144
2.35,1.55,0.0888
2.35,1.65,-0.3378
2.35,1.75,-0.7609
2.35,1.85,-1.1765
2.35,1.95,-1.5802
2.35,2.05,-1.9682
2.35,2.15,-2.3366
2.35,2.25,-2.6816
2.35,2.35,-2.9998
2.35,2.45,-3.288
2.35,2.55,-3.5434
2.35,2.65,-3.7633
2.35,2.75,-3.9457
2.35,2.85,-4.0886
2.35,2.95,-4.1907
2.35,3.05,-4.2509
2.35,3.15,-4.2687
2.35,3.25,-4.2438
2.35,3.35,-4.1765
2.35,3.45,-4.0674
2.35,3.55,-3.9177
2.35,3.65,-3.7289
2.35,3.75,-3.5028
2.35,3.85,-3.2418
2.35,3.95,-2.9483
2.35,4.05,-2.6253
2.35,4.15,-2.2762
2.35,4.25,-1.9043
2.35,4.35,-1.5133
2.35,4.45,-1.1073
2.35,4.55,-0.6902
2.35,4.65,-0.2662
2.35,4.75,0.1605
2.35,4.85,0.5856
2.35,4.95,1.0048
2.35,5.05,1.414
2.35,5.15,1.809
2.35,5.25,2.186
2.35,5.35,2.5411
2.35,5.45,2.8709
2.35,5.55,3.1719
2.35,5.65,3.4413
2.35,5.75,3.6763
2.35,5.85,3.8745
2.35,5.95,4.0341
2.45,0.05,3.8218
2.45,0.15,3.7836
2.45,0.25,3.7076
2.45,0.35,3.5946
2.45,0.45,3.4456
2.45,0.55,3.2623
2.45,0.65,3.0463
2.45,0.75,2.7999
2.45,0.85,2.5255
2.45,0.95,2.2259
2.45,1.05,1.904
2.45,1.15,1.5631
2.45,1.25,1.2066
2.45,1.35,0.838
2.45,1.45,0.4611
2.45,1.55,0.0796
2.45,1.65,-0.3028
2.45,1.75,-0.6821
2.45,1.85,-1.0546
2.45,1.95,-1.4165
2.45,2.05,-1.7643
2.45,2.15,-2.0945
2.45,2.25,-2.4038
2.45,2.35,-2.689
2.45,2.45,-2.9474
2.45,2.55,-3.1763
2.45,2.65,-3.3735
2.45,2.75,-3.5369
2.45,2.85,-3.6651
2.45,2.95,-3.7566
2.45,3.05,-3.8105
2.45,3.15,-3.8265
2.45,3.25,-3.8041
2.45,3.35,-3.7438
2.45,3.45,-3.646
2.45,3.55,-3.5119
2.45,3.65,-3.3426
2.45,3.75,-3.1399
2.45,3.85,-2.9059
2.45,3.95,-2.6428
2.45,4.05,-2.3534
2.45,4.15,-2.0404
2.45,4.25,-1.707
2.45,4.35,-1.3566
2.45,4.45,-0.9926
2.45,4.55,-0.6187
2.45,4.65,-0.2386
2.45,4.75,0.1439
2.45,4.85,0.5249
2.45,4.95,0.9007
2.45,5.05,1.2675
2.45,5.15,1.6216
2.45,5.25,1.9595
2.45,5.35,2.2779
2.45,5.45,2.5735
2.45,5.55,2.8433
2.45,5.65,3.0848
2.45,5.75,3.2954
2.45,5.85,3.4731
2.45,5.95,3.6161
2.55,0.05,3.3419
2.55,0.15,3.3085
2.55,0.25,3.2421
2.55,0.35,3.1432
2.55,0.45,3.013
2.55,0.55,2.8526
2.55,0.65,2.6638
2.55,0.75,2.4483
2.55,0.85,2.2084
2.55,0.95,1.9464
2.55,1.05,1.6649
2.55,1.15,1.3668
2.55,1.25,1.0551
2.55,1.35,0.7328
2.55,1.45,0.4032
2.55,1.55,0.0696
2.55,1.65,-0.2647
2.55,1.75,-0.5964
2.55,1.85,-0.9222
2.55,1.95,-1.2387
2.55,2.05,-1.5428
2.55,2.15,-1.8315
2.55,2.25,-2.1019
2.55,2.35,-2.3513
2.55,2.45,-2.5773
2.55,2.55,-2.7774
2.55,2.65,-2.9499
2.55,2.75,-3.0928
2.55,2.85,-3.2049
2.55,2.95,-3.2849
2.55,3.05,-3.3321
2.55,3.15,-3.346
2.55,3.25,-3.3265
2.55,3.35,-3.2737
2.55,3.45,-3.1882
2.55,3.55,-3.0709
2.55,3.65,-2.9229
2.55,3.75,-2.7457
2.55,3.85,-2.541
2.55,3.95,-2.311
2.55,4.05,-2.0579
2.55,4.15,-1.7842
2.55,4.25,-1.4927
2.55,4.35,-1.1862
2.55,4.45,-0.8679
2.55,4.55,-0.541
2.55,4.65,-0.2086
2.55,4.75,0.1258
2.55,4.85,0.459
2.55,4.95,0.7876
2.55,5.05,1.1083
2.55,5.15,1.418
2.55,5.25,1.7135
2.55,5.35,1.9919
2.55,5.45,2.2503
2.55,5.55,2.4863
2.55,5.65,2.6974
2.55,5.75,2.8816
2.55,5.85,3.037
2.55,5.95,3.1621
2.65,0.05,2.8286
2.65,0.15,2.8004
2.65,0.25,2.7441
2.65,0.35,2.6605
2.65,0.45,2.5502
2.65,0.55,2.4145
2.65,0.65,2.2547
2.65,0.75,2.0723
2.65,0.85,1.8692
2.65,0.95,1.6474
2.65,1.05,1.4092
2.65,1.15,1.1569
2.65,1.25,0.8931
2.65,1.35,0.6203
2.65,1.45,0.3413
2.65,1.55,0.0589
2.65,1.65,-0.2241
2.65,1.75,-0.5048
2.65,1.85,-0.7805
2.65,1.95,-1.0484
2.65,2.05,-1.3058
2.65,2.15,-1.5502
2.65,2.25,-1.7791
2.65,2.35,-1.9902
2.65,2.45,-2.1814
2.65,2.55,-2.3509
2.65,2.65,-2.4968
2.65,2.75,-2.6178
2.65,2.85,-2.7126
2.65,2.95,-2.7804
2.65,3.05,-2.8203
2.65,3.15,-2.8321
2.65,3.25,-2.8156
2.65,3.35,-2.7709
2.65,3.45,-2.6986
2.65,3.55,-2.5992
2.65,3.65,-2.474
2.65,3.75,-2.324
2.65,3.85,-2.1508
2.65,3.95,-1.9561
2.65,4.05,-1.7418
2.65,4.15,-1.5101
2.65,4.25,-1.2634
2.65,4.35,-1.004
2.65,4.45,-0.7346
2.65,4.55,-0.4579
2.65,4.65,-0.1766
2.65,4.75,0.1065
2.65,4.85,0.3885
2.65,4.95,0.6666
2.65,5.05,0.9381
2.65,5.15,1.2002
2.65,5.25,1.4503
2.65,5.35,1.6859
2.65,5.45,1.9047
2.65,5.55,2.1044
2.65,5.65,2.2832
2.65,5.75,2.4391
2.65,5.85,2.5706
2.65,5.95,2.6764
2.75,0.05,2.2871
2.75,0.15,2.2643
2.75,0.25,2.2188
2.75,0.35,2.1511
2.75,0.45,2.062
2.75,0.55,1.9523
2.75,0.65,1.823
2.75,0.75,1.6755
2.75,0.85,1.5113
2.75,0.95,1.332
2.75,1.05,1.1394
2.75,1.15,0.9354
2.75,1.25,0.7221
2.75,1.35,0.5015
2.75,1.45,0.2759
2.75,1.55,0.0476
2.75,1.65,-0.1812
2.75,1.75,-0.4082
2.75,1.85,-0.6311
2.75,1.95,-0.8477
2.75,2.05,-1.0558
2.75,2.15,-1.2534
2.75,2.25,-1.4385
2.75,2.35,-1.6092
2.75,2.45,-1.7638
2.75,2.55,-1.9008
2.75,2.65,-2.0188
2.75,2.75,-2.1166
2.75,2.85,-2.1933
2.75,2.95,-2.2481
2.75,3.05,-2.2804
2.75,3.15,-2.2899
2.75,3.25,-2.2765
2.75,3.35,-2.2404
2.75,3.45,-2.1819
2.75,3.55,-2.1016
2.75,3.65,-2.0003
2.75,3.75,-1.8791
2.75,3.85,-1.739
2.75,3.95,-1.5816
2.75,4.05,-1.4083
2.75,4.15,-1.221
2.75,4.25,-1.0215
2.75,4.35,-0.8118
2.75,4.45,-0.594
2.75,4.55,-0.3702
2.75,4.65,-0.1428
2.75,4.75,0.0861
2.75,4.85,0.3141
2.75,4.95,0.539
2.75,5.05,0.7585
2.75,5.15,0.9704
2.75,5.25,1.1727
2.75,5.35,1.3632
2.75,5.45,1.5401
2.75,5.55,1.7016
2.75,5.65,1.846
2.75,5.75,1.9721
2.75,5.85,2.0784
2.75,5.95,2.164
2.85,0.05,1.7227
2.85,0.15,1.7055
2.85,0.25,1.6712
2.85,0.35,1.6203
2.85,0.45,1.5532
2.85,0.55,1.4705
2.85,0.65,1.3731
2.85,0.75,1.2621
2.85,0.85,1.1384
2.85,0.95,1.0033
2.85,1.05,0.8582
2.85,1.15,0.7046
2.85,1.25,0.5439
2.85,1.35,0.3778
2.85,1.45,0.2079
2.85,1.55,0.0359
2.85,1.65,-0.1365
2.85,1.75,-0.3075
2.85,1.85,-0.4754
2.85,1.95,-0.6385
2.85,2.05,-0.7953
2.85,2.15,-0.9441
2.85,2.25,-1.0835
2.85,2.35,-1.2121
2.85,2.45,-1.3285
2.85,2.55,-1.4317
2.85,2.65,-1.5206
2.85,2.75,-1.5943
2.85,2.85,-1.6521
2.85,2.95,-1.6933
2.85,3.05,-1.7176
2.85,3.15,-1.7248
2.85,3.25,-1.7147
2.85,3.35,-1.6875
2.85,3.45,-1.6435
2.85,3.55,-1.583
2.85,3.65,-1.5067
2.85,3.75,-1.4154
2.85,3.85,-1.3099
2.85,3.95,-1.1913
2.85,4.05,-1.0608
2.85,4.15,-0.9197
2.85,4.25,-0.7694
2.85,4.35,-0.6115
2.85,4.45,-0.4474
2.85,4.55,-0.2789
2.85,4.65,-0.1075
2.85,4.75,0.0649
2.85,4.85,0.2366
2.85,4.95,0.406
2.85,5.05,0.5713
2.85,5.15,0.731
2.85,5.25,0.8833
2.85,5.35,1.0268
2.85,5.45,1.16
2.85,5.55,1.2817
2.85,5.65,1.3905
2.85,5.75,1.4854
2.85,5.85,1.5655
2.85,5.95,1.63
2.95,0.05,1.1411
2.95,0.15,1.1297
2.95,0.25,1.107
2.95,0.35,1.0733
2.95,0.45,1.0288
2.95,0.55,0.974
2.95,0.65,0.9096
2.95,0.75,0.836
2.95,0.85,0.7541
2.95,0.95,0.6646
2.95,1.05,0.5685
2.95,1.15,0.4667
2.95,1.25,0.3603
2.95,1.35,0.2502
2.95,1.45,0.1377
2.95,1.55,0.0238
2.95,1.65,-0.0904
2.95,1.75,-0.2037
2.95,1.85,-0.3149
2.95,1.95,-0.4229
2.95,2.05,-0.5268
2.95,2.15,-0.6254
2.95,2.25,-0.7177
2.95,2.35,-0.8029
2.95,2.45,-0.88
2.95,2.55,-0.9484
2.95,2.65,-1.0072
2.95,2.75,-1.056
2.95,2.85,-1.0943
2.95,2.95,-1.1216
2.95,3.05,-1.1377
2.95,3.15,-1.1425
2.95,3.25,-1.1358
2.95,3.35,-1.1178
2.95,3.45,-1.0886
2.95,3.55,-1.0486
2.95,3.65,-0.998
2.95,3.75,-0.9375
2.95,3.85,-0.8676
2.95,3.95,-0.7891
2.95,4.05,-0.7027
2.95,4.15,-0.6092
2.95,4.25,-0.5097
2.95,4.35,-0.405
2.95,4.45,-0.2964
2.95,4.55,-0.1847
2.95,4.65,-0.0712
2.95,4.75,0.043
2.95,4.85,0.1567
2.95,4.95,0.2689
2.95,5.05,0.3784
2.95,5.15,0.4842
2.95,5.25,0.5851
2.95,5.35,0.6801
2.95,5.45,0.7684
2.95,5.55,0.849
2.95,5.65,0.9211
2.95,5.75,0.9839
2.95,5.85,1.037
2.95,5.95,1.0797
3.05,0.05,0.5481
3.05,0.15,0.5426
3.05,0.25,0.5317
3.05,0.35,0.5155
3.05,0.45,0.4942
3.05,0.55,0.4679
3.05,0.65,0.4369
3.05,0.75,0.4015
3.05,0.85,0.3622
3.05,0.95,0.3192
3.05,1.05,0.2731
3.05,1.15,0.2242
3.05,1.25,0.173
3.05,1.35,0.1202
3.05,1.45,0.0661
3.05,1.55,0.0114
3.05,1.65,-0.0434
3.05,1.75,-0.0978
3.05,1.85,-0.1512
3.05,1.95,-0.2032
3.05,2.05,-0.253
3.05,2.15,-0.3004
3.05,2.25,-0.3447
3.05,2.35,-0.3856
3.05,2.45,-0.4227
3.05,2.55,-0.4555
3.05,2.65,-0.4838
3.05,2.75,-0.5072
3.05,2.85,-0.5256
3.05,2.95,-0.5387
3.05,3.05,-0.5465
3.05,3.15,-0.5488
3.05,3.25,-0.5456
3.05,3.35,-0.5369
3.05,3.45,-0.5229
3.05,3.55,-0.5037
3.05,3.65,-0.4794
3.05,3.75,-0.4503
3.05,3.85,-0.4167
3.05,3.95,-0.379
3.05,4.05,-0.3375
3.05,4.15,-0.2926
3.05,4.25,-0.2448
3.05,4.35,-0.1946
3.05,4.45,-0.1423
3.05,4.55,-0.0887
3.05,4.65,-0.0342
3.05,4.75,0.0206
3.05,4.85,0.0753
3.05,4.95,0.1292
3.05,5.05,0.1818
3.05,5.15,0.2326
3.05,5.25,0.281
3.05,5.35,0.3267
3.05,5.45,0.3691
3.05,5.55,0.4078
3.05,5.65,0.4424
3.05,5.75,0.4726
3.05,5.85,0.4981
3.05,5.95,0.5186
3.15,0.05,-0.0504
3.15,0.15,-0.0499
3.15,0.25,-0.0489
3.15,0.35,-0.0474
3.15,0.45,-0.0454
3.15,0.55,-0.043
3.15,0.65,-0.0402
3.15,0.75,-0.0369
3.15,0.85,-0.0333
3.15,0.95,-0.0293
3.15,1.05,-0.0251
3.15,1.15,-0.0206
3.15,1.25,-0.0159
3.15,1.35,-0.011
3.15,1.45,-0.0061
3.15,1.55,-0.001
3.15,1.65,0.004
3.15,1.75,0.009
3.15,1.85,0.0139
3.15,1.95,0.0187
3.15,2.05,0.0233
3.15,2.15,0.0276
3.15,2.25,0.0317
3.15,2.35,0.0354
3.15,2.45,0.0389
3.15,2.55,0.0419
3.15,2.65,0.0445
3.15,2.75,0.0466
3.15,2.85,0.0483
3.15,2.95,0.0495
3.15,3.05,0.0502
3.15,3.15,0.0504
3.15,3.25,0.0501
3.15,3.35,0.0494
3.15,3.45,0.0481
3.15,3.55,0.0463
3.15,3.65,0.0441
3.15,3.75,0.0414
3.15,3.85,0.0383
3.15,3.95,0.0348
3.15,4.05,0.031
3.15,4.15,0.0269
3.15,4.25,0.0225
3.15,4.35,0.0179
3.15,4.45,0.0131
3.15,4.55,0.0082
3.15,4.65,0.0031
3.15,4.75,-0.0019
3.15,4.85,-0.0069
3.15,4.95,-0.0119
3.15,5.05,-0.0167
3.15,5.15,-0.0214
3.15,5.25,-0.0258
3.15,5.35,-0.03
3.15,5.45,-0.0339
3.15,5.55,-0.0375
3.15,5.65,-0.0407
3.15,5.75,-0.0434
3.15,5.85,-0.0458
3.15,5.95,-0.0477
3.25,0.05,-0.6484
3.25,0.15,-0.6419
3.25,0.25,-0.629
3.25,0.35,-0.6098
3.25,0.45,-0.5845
3.25,0.55,-0.5534
3.25,0.65,-0.5168
3.25,0.75,-0.475
3.25,0.85,-0.4284
3.25,0.95,-0.3776
3.25,1.05,-0.323
3.25,1.15,-0.2652
3.25,1.25,-0.2047
3.25,1.35,-0.1422
3.25,1.45,-0.0782
3.25,1.55,-0.0135
3.25,1.65,0.0514
3.25,1.75,0.1157
3.25,1.85,0.1789
3.25,1.95,0.2403
3.25,2.05,0.2993
3.25,2.15,0.3553
3.25,2.25,0.4078
3.25,2.35,0.4562
3.25,2.45,0.5
3.25,2.55,0.5388
3.25,2.65,0.5723
3.25,2.75,0.6
3.25,2.85,0.6218
3.25,2.95,0.6373
3.25,3.05,0.6464
3.25,3.15,0.6491
3.25,3.25,0.6454
3.25,3.35,0.6351
3.25,3.45,0.6185
3.25,3.55,0.5958
3.25,3.65,0.5671
3.25,3.75,0.5327
3.25,3.85,0.493
3.25,3.95,0.4484
3.25,4.05,0.3992
3.25,4.15,0.3461
3.25,4.25,0.2896
3.25,4.35,0.2301
3.25,4.45,0.1684
3.25,4.55,0.105
3.25,4.65,0.0405
3.25,4.75,-0.0244
3.25,4.85,-0.0891
3.25,4.95,-0.1528
3.25,5.05,-0.215
3.25,5.15,-0.2751
3.25,5.25,-0.3324
3.25,5.35,-0.3864
3.25,5.45,-0.4366
3.25,5.55,-0.4824
3.25,5.65,-0.5233
3.25,5.75,-0.5591
3.25,5.85,-0.5892
3.25,5.95,-0.6135
3.35,0.05,-1.2399
3.35,0.15,-1.2275
3.35,0.25,-1.2028
3.35,0.35,-1.1661
3.35,0.45,-1.1178
3.35,0.55,-1.0583
3.35,0.65,-0.9883
3.35,0.75,-0.9083
3.35,0.85,-0.8193
3.35,0.95,-0.7221
3.35,1.05,-0.6177
3.35,1.15,-0.5071
3.35,1.25,-0.3914
3.35,1.35,-0.2719
3.35,1.45,-0.1496
3.35,1.55,-0.0258
3.35,1.65,0.0982
3.35,1.75,0.2213
3.35,1.85,0.3421
3.35,1.95,0.4595
3.35,2.05,0.5724
3.35,2.15,0.6795
3.35,2.25,0.7798
3.35,2.35,0.8724
3.35,2.45,0.9562
3.35,2.55,1.0304
3.35,2.65,1.0944
3.35,2.75,1.1474
3.35,2.85,1.189
3.35,2.95,1.2187
3.35,3.05,1.2362
3.35,3.15,1.2414
3.35,3.25,1.2341
3.35,3.35,1.2145
3.35,3.45,1.1828
3.35,3.55,1.1393
3.35,3.65,1.0844
3.35,3.75,1.0187
3.35,3.85,0.9427
3.35,3.95,0.8574
3.35,4.05,0.7635
3.35,4.15,0.6619
3.35,4.25,0.5538
3.35,4.35,0.4401
3.35,4.45,0.322
3.35,4.55,0.2007
3.35,4.65,0.0774
3.35,4.75,-0.0467
3.35,4.85,-0.1703
3.35,4.95,-0.2922
3.35,5.05,-0.4112
3.35,5.15,-0.5261
3.35,5.25,-0.6357
3.35,5.35,-0.739
3.35,5.45,-0.8349
3.35,5.55,-0.9224
3.35,5.65,-1.0008
3.35,5.75,-1.0691
3.35,5.85,-1.1267
3.35,5.95,-1.1731
3.45,0.05,-1.819
3.45,0.15,-1.8008
3.45,0.25,-1.7646
3.45,0.35,-1.7108
3.45,0.45,-1.6399
3.45,0.55,-1.5527
3.45,0.65,-1.4499
3.45,0.75,-1.3326
3.45,0.85,-1.202
3.45,0.95,-1.0594
3.45,1.05,-0.9062
3.45,1.15,-0.744
3.45,1.25,-0.5743
3.45,1.35,-0.3989
3.45,1.45,-0.2195
3.45,1.55,-0.0379
3.45,1.65,0.1441
3.45,1.75,0.3246
3.45,1.85,0.5019
3.45,1.95,0.6742
3.45,2.05,0.8397
3.45,2.15,0.9969
3.45,2.25,1.1441
3.45,2.35,1.2798
3.45,2.45,1.4028
3.45,2.55,1.5117
3.45,2.65,1.6056
3.45,2.75,1.6834
3.45,2.85,1.7444
3.45,2.95,1.7879
3.45,3.05,1.8136
3.45,3.15,1.8212
3.45,3.25,1.8106
3.45,3.35,1.7818
3.45,3.45,1.7353
3.45,3.55,1.6715
3.45,3.65,1.5909
3.45,3.75,1.4944
3.45,3.85,1.3831
3.45,3.95,1.2578
3.45,4.05,1.1201
3.45,4.15,0.9711
3.45,4.25,0.8124
3.45,4.35,0.6456
3.45,4.45,0.4724
3.45,4.55,0.2945
3.45,4.65,0.1136
